temperatura;amonia;idade;peso;sexo;fotoperiodo;ruido;luz;umidade;infeccoes;animais_por_gaiola;risco
27;11;60;403;0;16;44;296;45;0;3;6
34;17;574;437;1;12;31;260;25;0;1;6
20;25;544;169;0;15;22;104;49;1;5;5
38;13;184;119;0;15;59;186;89;0;5;5
28;29;519;160;0;11;63;108;95;0;5;5
31;15;191;314;0;10;62;252;1;1;4;5
21;19;708;69;0;10;10;290;12;0;4;5
28;19;617;90;0;10;43;103;43;0;1;6
34;18;678;169;0;15;43;257;42;0;2;5
31;28;33;496;1;14;18;95;36;1;5;5
31;10;405;160;0;10;66;122;13;1;5;5
20;15;121;122;1;11;65;83;91;1;1;5
20;20;641;495;1;11;66;170;50;1;2;6
35;25;274;151;1;15;74;256;10;1;2;5
39;23;299;182;1;13;49;229;98;1;5;6
21;12;411;410;0;11;56;256;86;1;2;6
39;10;209;164;0;13;57;228;8;1;2;6
22;12;170;396;1;14;40;170;8;0;4;6
23;9;89;75;0;16;79;285;33;0;1;6
28;26;38;492;1;10;45;156;37;0;3;5
27;21;124;64;0;13;40;78;0;0;3;6
33;11;321;58;1;13;51;135;43;1;5;5
37;28;198;92;0;15;52;98;66;1;1;5
32;23;411;332;0;14;32;181;48;1;3;5
33;12;502;50;1;12;76;217;87;1;4;5
26;24;613;264;1;10;21;244;3;0;2;5
31;26;425;437;1;11;67;108;15;1;3;5
27;9;699;402;1;11;35;177;70;0;5;7
39;12;596;292;1;15;77;118;21;1;1;5
31;14;181;268;1;14;10;258;78;0;5;5
20;21;478;175;1;12;39;72;99;1;4;5
26;21;608;76;0;16;42;132;59;1;5;5
29;18;168;481;1;12;32;65;56;1;3;6
20;14;311;20;1;15;63;151;31;1;2;6
39;16;555;428;1;12;78;199;68;0;5;5
20;22;396;68;0;12;79;96;27;1;5;5
38;16;419;283;0;15;39;258;59;1;1;5
36;24;463;54;1;12;23;63;71;1;1;5
27;29;150;59;1;15;14;116;0;1;3;5
34;25;392;487;1;15;32;169;67;1;2;5
37;11;58;182;1;15;61;215;42;1;4;5
26;24;138;331;0;14;50;190;92;0;2;6
20;25;543;438;1;15;29;283;4;0;2;5
30;10;628;147;1;16;61;88;53;0;2;6
38;10;155;89;0;15;62;78;31;0;2;5
24;9;389;481;0;10;61;101;18;0;5;5
26;18;189;404;1;15;37;216;1;1;4;5
36;30;507;283;1;13;39;129;69;1;4;6
27;15;373;210;0;16;16;182;62;1;1;6
35;27;542;321;0;16;31;238;57;1;1;6
30;13;88;149;1;15;78;80;99;1;4;4
25;27;162;117;1;15;35;278;17;1;5;5
32;16;81;364;1;13;13;209;0;1;3;5
20;18;435;357;1;12;21;150;50;1;2;5
26;11;585;144;0;15;45;295;84;1;2;5
24;26;395;38;1;12;54;80;70;0;2;5
28;21;406;380;0;13;17;71;36;0;4;5
22;26;69;461;0;10;60;269;30;0;3;5
37;23;673;346;0;11;53;143;60;0;5;6
33;9;716;350;0;16;72;104;45;0;5;5
36;25;53;216;1;13;74;271;34;0;4;4
26;17;315;414;0;13;11;242;45;1;4;6
39;23;176;329;1;12;45;195;39;0;1;5
31;17;521;357;1;10;63;211;28;0;4;5
29;24;231;120;1;12;78;104;11;1;5;5
26;25;640;476;0;12;23;217;24;0;5;5
21;30;644;232;1;12;54;185;25;0;5;4
34;25;365;29;1;10;64;83;58;1;3;6
24;15;586;396;0;12;38;122;36;1;3;5
31;22;27;322;1;16;63;199;100;1;2;4
32;19;617;149;1;11;35;97;18;0;1;6
25;9;636;295;1;12;21;71;57;0;1;6
23;22;158;314;1;11;80;259;15;0;5;6
40;18;184;335;1;12;22;162;87;0;1;5
24;15;365;168;0;12;24;132;11;1;4;5
26;14;618;393;1;15;53;258;24;0;1;5
29;22;397;498;0;13;54;205;51;1;2;6
29;20;277;131;0;13;61;89;20;1;5;5
27;11;256;286;0;12;32;89;97;0;1;5
23;14;81;271;0;15;13;167;60;0;5;5
30;9;217;422;1;10;73;164;81;0;3;5
38;16;381;367;0;13;13;280;71;1;1;5
40;15;130;439;1;12;20;148;78;0;2;5
40;9;98;181;1;11;53;254;86;0;4;6
32;22;340;279;0;16;75;94;74;0;5;5
26;25;522;294;1;15;67;230;81;1;2;5
28;19;47;277;0;16;32;67;55;1;2;5
39;13;606;288;1;13;61;100;1;0;5;5
39;28;524;151;0;12;37;114;29;0;5;5
21;27;216;449;1;13;62;174;56;1;5;5
34;16;269;130;1;16;26;210;16;1;5;6
37;14;86;274;1;10;31;63;5;1;3;5
40;29;308;380;0;16;36;255;5;0;1;5
29;28;520;96;1;11;35;210;4;1;1;5
36;12;85;374;0;15;34;170;45;1;1;5
35;29;325;429;1;12;72;271;23;0;2;5
31;24;637;431;0;16;13;294;23;1;4;6
30;20;632;162;1;15;54;81;17;0;1;7
22;25;345;197;1;13;63;211;100;0;3;4
30;10;67;277;0;12;17;121;67;0;3;7
25;15;559;98;1;11;62;125;28;1;5;5
33;29;525;256;1;12;51;61;58;0;4;5
36;29;406;500;0;15;38;180;54;0;2;5
32;13;470;395;1;12;79;68;83;0;5;6
22;22;65;119;0;16;27;97;78;1;2;7
20;17;77;58;0;16;75;266;96;0;5;7
26;26;657;202;0;11;43;229;2;0;5;5
33;23;672;62;1;13;43;135;65;1;2;5
22;15;189;72;1;16;77;94;36;1;4;7
20;17;305;42;0;14;74;73;83;0;5;6
21;27;716;166;0;11;44;69;90;1;2;6
28;25;274;219;1;15;28;185;57;1;5;6
23;25;666;19;1;11;26;269;84;0;3;5
23;11;665;42;0;10;37;154;68;0;1;6
37;24;669;157;0;14;31;188;99;1;4;5
40;14;559;182;0;11;27;233;55;0;5;5
21;15;396;288;0;13;13;222;4;0;1;5
22;9;615;60;0;14;78;148;46;0;4;5
21;16;578;274;1;13;31;197;59;0;4;5
26;12;661;416;0;16;52;279;13;1;2;6
39;18;71;304;0;10;32;129;62;1;4;5
40;25;661;175;1;12;79;271;76;0;4;5
23;18;547;199;1;14;23;163;58;0;5;6
31;23;608;44;1;12;24;80;71;0;5;4
25;20;524;320;1;10;30;113;95;1;3;6
35;18;610;79;0;11;52;190;79;0;1;6
20;20;681;499;1;13;49;168;68;0;1;5
36;25;565;385;0;10;12;73;33;0;3;6
22;16;449;169;1;16;18;236;39;1;4;5
22;16;165;36;0;11;46;206;67;1;3;7
37;17;491;452;1;14;13;89;25;0;1;6
33;18;727;156;0;13;74;163;54;0;5;6
32;29;495;343;1;16;53;210;1;1;3;5
27;21;110;386;0;12;77;259;93;0;5;6
20;25;621;268;0;13;19;89;32;0;1;6
24;21;537;280;1;10;30;183;93;1;1;6
20;9;229;360;1;14;15;214;13;0;1;6
25;30;154;249;1;10;74;162;3;0;2;6
29;24;676;275;1;14;10;295;98;1;2;6
27;28;41;166;0;10;46;278;59;0;4;5
21;19;694;217;0;11;74;294;6;0;4;6
22;24;150;138;0;13;10;251;68;0;2;6
23;25;24;182;0;12;30;193;30;0;2;7
25;25;142;271;0;15;60;248;58;1;1;7
25;18;216;408;1;14;19;191;86;0;2;6
24;18;395;476;0;10;28;199;13;0;4;5
27;18;55;74;0;12;39;215;38;1;4;5
29;24;237;44;1;11;23;224;42;1;1;6
30;30;384;128;1;10;27;88;2;1;3;6
31;11;433;382;1;15;54;143;8;1;5;6
34;9;263;128;1;16;25;287;58;1;3;6
20;30;117;270;0;16;67;78;94;1;4;5
40;10;616;57;1;16;45;74;41;0;1;5
40;16;175;63;0;12;16;169;59;1;4;6
40;18;508;140;1;15;62;86;77;0;1;5
34;19;719;361;1;11;38;74;29;1;3;5
37;24;576;381;0;12;45;75;95;0;3;5
24;22;206;99;0;16;32;257;17;1;5;5
23;27;314;441;1;15;37;231;100;0;2;7
25;28;54;85;0;11;19;138;93;0;1;5
40;26;464;130;0;11;66;203;64;1;4;4
25;19;496;142;0;14;78;68;94;0;4;5
33;15;591;331;1;10;21;160;89;0;4;5
40;25;613;390;0;11;69;74;82;0;3;5
22;11;540;406;0;11;23;127;21;1;1;7
25;26;603;153;0;14;29;139;94;0;5;4
33;9;94;13;1;11;72;124;77;1;5;8
28;24;630;412;0;14;19;179;67;0;4;6
39;30;502;457;0;16;13;210;55;0;5;6
26;27;56;405;0;10;29;239;50;0;5;6
38;9;560;267;0;14;14;226;34;0;5;6
27;12;325;365;1;16;76;194;60;0;4;5
20;23;544;329;1;11;49;107;17;0;4;5
28;24;333;380;0;12;60;296;42;1;1;5
24;14;681;86;0;11;49;148;64;1;2;6
40;9;217;169;1;10;54;133;64;0;5;6
31;10;80;190;0;15;64;84;53;1;1;6
24;12;110;130;0;11;42;218;71;0;5;8
36;17;340;479;1;16;45;186;31;1;1;7
35;20;314;309;0;11;43;224;25;1;2;6
39;9;528;346;1;15;15;134;34;1;5;7
26;19;679;476;1;12;42;99;46;0;4;5
25;11;319;251;1;13;42;77;53;0;2;7
31;14;143;309;1;11;11;256;21;1;4;5
35;11;718;231;1;15;32;78;94;1;4;5
32;10;491;353;1;11;47;266;37;1;1;6
40;19;539;179;1;16;30;216;26;1;3;6
32;19;73;441;1;16;19;203;26;0;3;7
39;19;291;216;1;13;64;255;33;1;3;5
23;26;132;278;0;11;79;102;73;1;4;7
31;10;272;86;1;12;51;290;97;1;5;5
30;20;447;451;1;10;50;295;27;1;1;6
24;11;305;442;1;10;34;271;24;0;1;6
34;25;716;184;1;11;45;272;76;1;4;6
24;27;51;388;0;12;60;289;56;1;5;5
22;15;653;45;0;12;33;254;29;0;4;5
30;24;43;228;1;13;25;180;76;0;2;5
27;20;489;142;0;16;76;241;9;1;4;5
27;19;288;351;0;14;33;275;84;0;4;5
34;10;172;286;1;11;65;209;52;0;3;6
39;14;244;66;1;15;20;292;36;1;1;6
23;13;532;23;1;15;43;230;13;0;5;5
31;9;151;11;1;12;20;278;63;1;1;5
22;27;607;18;1;15;49;122;26;1;3;5
20;23;267;397;0;11;44;248;22;1;2;6
27;28;570;420;0;15;32;264;27;1;2;5
26;15;208;312;0;13;53;153;56;1;3;6
23;13;68;261;0;15;73;242;86;0;5;6
22;17;190;427;0;13;19;214;89;1;3;6
34;10;666;468;1;13;40;106;85;1;3;6
27;14;124;395;0;10;53;170;19;0;3;6
30;21;356;500;0;12;55;246;98;1;4;6
40;13;352;205;1;16;57;66;87;1;5;5
29;26;127;13;1;11;54;251;92;1;5;5
39;27;617;484;1;16;59;171;70;0;1;6
40;20;214;316;0;11;31;139;54;0;5;5
29;16;379;333;0;10;73;220;81;1;4;6
22;19;505;411;0;16;57;195;14;1;5;7
34;28;160;112;0;12;72;287;68;1;1;6
31;26;587;245;0;10;55;296;90;0;2;7
36;22;566;172;1;11;15;289;81;0;4;5
32;9;518;134;1;16;16;67;71;0;1;5
28;23;513;53;0;14;20;88;40;0;1;6
29;29;615;270;1;12;26;184;36;0;4;6
33;29;650;381;0;13;46;270;27;1;5;6
27;12;166;452;1;15;19;80;45;0;2;7
38;29;448;498;0;13;71;203;8;0;5;5
35;14;484;436;0;10;53;188;7;1;1;6
33;20;202;381;1;16;18;225;36;1;5;5
24;11;627;464;0;14;39;190;99;0;3;6
24;25;64;118;1;13;62;62;65;0;3;6
23;18;383;267;1;12;76;214;72;0;2;6
33;28;408;144;0;14;61;78;86;0;4;5
35;19;610;391;1;15;10;277;67;1;3;7
30;19;527;166;0;10;28;257;68;1;5;7
30;16;132;26;1;10;19;265;17;1;4;6
34;9;87;278;1;14;44;249;27;0;5;5
28;10;119;410;0;12;32;176;75;1;5;6
31;14;201;232;1;13;60;159;77;1;3;7
24;24;221;283;1;13;12;91;90;0;3;6
33;29;157;63;1;13;62;207;81;0;4;6
31;10;227;167;1;11;78;85;41;1;5;6
40;25;404;339;0;14;23;167;83;0;1;6
37;27;678;157;1;10;31;197;88;0;2;6
23;28;632;348;1;16;35;165;37;1;4;5
30;15;335;385;0;12;51;281;33;0;1;7
32;13;252;256;1;10;54;60;60;1;4;6
32;24;259;153;1;14;54;92;15;1;4;6
26;15;146;239;1;16;52;107;29;0;5;6
28;27;285;162;1;10;22;198;57;0;5;6
37;24;367;117;0;14;22;125;86;0;1;6
40;14;559;240;1;11;40;275;91;1;2;5
21;29;255;446;1;13;26;294;8;0;4;5
25;26;688;356;0;13;25;84;81;0;5;6
30;29;24;435;1;16;29;98;5;1;4;6
33;17;55;228;1;11;76;110;50;1;4;5
36;21;623;140;1;11;68;177;98;1;3;7
28;18;718;90;0;11;55;160;94;0;1;7
33;22;220;203;1;13;74;119;97;1;5;6
33;13;435;343;0;12;43;126;96;1;1;5
26;22;145;200;0;12;27;201;86;1;4;6
23;19;105;80;0;10;39;140;34;0;5;5
34;20;346;487;0;12;15;154;26;0;2;5
29;13;517;172;0;15;13;268;75;1;4;7
26;17;382;129;0;11;14;215;79;1;4;6
25;13;295;52;0;12;22;290;42;0;4;7
37;14;416;207;0;14;32;260;82;1;1;5
37;22;401;236;1;11;49;227;75;1;4;5
27;18;555;279;0;10;20;75;3;0;2;7
28;12;82;320;0;15;26;171;78;0;5;5
39;29;646;304;1;12;47;124;41;1;3;6
40;16;344;397;1;11;12;240;2;0;5;6
34;17;413;15;0;15;51;153;69;1;2;5
32;25;229;332;0;13;31;182;28;0;3;6
39;19;118;459;1;11;38;176;35;0;1;7
24;26;432;128;0;13;68;164;37;0;2;6
20;18;116;191;0;13;31;239;66;0;1;7
23;14;639;421;1;13;30;168;79;0;3;6
23;10;26;243;0;15;63;243;16;1;5;6
32;25;680;196;0;14;39;216;6;1;2;6
30;23;328;336;1;12;73;83;4;0;5;6
26;27;302;342;1;15;67;168;0;1;3;6
32;21;539;40;0;15;56;220;58;0;4;6
39;15;154;123;0;12;25;275;56;1;3;5
26;25;454;477;1;11;58;123;94;0;4;6
22;9;312;142;0;11;37;261;20;0;2;6
36;19;545;414;0;10;60;93;56;1;1;6
35;24;587;337;1;11;64;196;89;0;3;6
34;27;199;463;0;16;38;154;91;0;1;7
34;22;720;105;1;10;22;291;26;1;4;8
31;13;23;391;1;14;12;183;84;1;3;6
21;10;644;68;1;14;34;116;37;1;2;5
31;29;147;367;1;14;75;110;58;1;2;5
27;16;675;293;1;10;10;250;11;1;3;5
40;14;30;356;0;13;46;195;80;1;3;7
39;30;159;31;1;10;13;211;90;0;4;5
29;19;561;367;1;14;49;72;74;0;4;6
32;30;359;146;0;11;53;148;45;0;5;6
21;21;463;132;0;13;65;198;99;1;1;5
30;29;185;228;0;10;36;239;88;0;4;5
28;20;296;351;0;12;75;185;24;1;2;6
23;27;602;217;1;11;22;215;2;0;1;6
40;9;438;325;0;15;48;101;64;1;2;6
29;30;662;143;0;15;38;161;93;0;4;5
40;13;66;364;0;15;16;80;65;1;4;6
22;9;346;461;0;16;80;265;57;1;1;6
32;16;503;477;0;11;60;261;43;0;5;7
33;16;306;244;0;15;77;224;27;1;2;6
38;21;163;51;1;16;25;152;92;0;2;4
21;10;74;339;0;11;54;66;90;0;3;6
30;24;364;455;0;14;60;279;11;1;3;5
37;12;455;425;1;12;34;250;14;0;3;5
33;28;542;472;0;15;79;283;39;0;3;7
33;30;538;203;0;15;62;157;65;1;1;5
26;20;629;139;0;14;57;280;69;1;1;5
36;22;401;93;1;10;53;283;4;0;5;6
28;21;217;127;1;14;60;65;1;1;3;5
32;14;240;137;0;16;22;294;84;1;5;6
35;30;634;87;1;12;52;273;29;0;3;5
35;16;230;262;0;12;69;179;90;0;4;7
35;17;421;448;0;12;55;249;4;0;5;7
25;20;235;98;1;10;25;68;56;1;3;5
40;18;297;369;1;16;27;223;42;1;2;7
39;27;289;343;1;12;31;126;20;1;3;5
34;11;494;440;1;12;20;178;31;1;2;7
26;26;34;268;0;16;43;152;99;1;1;6
39;19;542;67;0;12;23;115;73;1;1;6
22;21;550;271;1;14;60;233;92;0;4;5
39;9;625;334;0;12;76;122;36;0;4;6
29;17;563;130;1;14;73;246;24;0;4;7
40;11;451;361;0;10;79;257;34;0;3;5
34;14;422;207;1;16;18;186;68;1;2;6
27;21;388;133;1;14;66;61;73;0;4;5
20;9;625;55;1;11;20;250;89;1;4;6
20;12;455;338;1;12;74;155;100;1;5;5
25;20;587;426;0;14;40;293;23;0;4;6
38;13;450;256;1;13;65;295;76;1;3;6
20;12;548;185;0;15;68;183;72;0;5;6
37;12;381;463;0;11;24;266;65;1;1;5
28;19;514;481;1;14;39;254;9;0;5;8
29;24;287;324;1;11;33;262;8;1;5;6
37;12;637;55;0;12;65;224;8;1;2;7
26;29;405;80;1;14;65;120;20;0;1;7
31;28;602;416;0;15;11;121;24;1;2;7
34;17;421;494;0;12;44;211;95;0;4;6
24;30;152;365;1;11;55;182;93;0;1;5
22;28;141;399;0;11;37;101;80;0;4;5
23;12;237;30;0;10;30;126;97;1;2;6
23;16;562;308;1;13;76;202;75;0;2;6
36;9;709;136;1;16;35;157;51;0;4;6
32;19;374;148;1;15;63;159;3;1;3;6
23;24;270;348;1;10;73;229;99;0;4;6
35;27;615;236;0;13;39;277;40;0;2;7
24;19;244;250;0;11;14;103;77;0;1;5
37;15;248;173;0;16;14;112;40;1;3;8
30;12;539;425;0;15;18;166;10;0;5;5
22;20;353;213;1;11;43;244;7;0;5;5
28;23;588;42;0;12;23;132;88;0;4;7
39;29;611;221;0;13;73;95;68;1;2;3
40;10;218;110;0;13;12;117;54;1;1;6
33;26;361;489;0;11;45;298;18;0;2;5
20;20;423;446;1;13;33;82;16;1;5;5
24;19;553;409;0;16;31;201;95;0;1;5
23;22;32;279;1;12;13;228;86;0;3;6
38;23;49;398;1;12;70;97;77;0;5;5
24;26;70;157;1;15;78;87;58;0;1;6
20;13;173;488;1;10;70;121;45;1;4;6
40;20;223;159;1;12;44;246;72;1;5;6
24;23;669;454;0;11;53;220;47;1;4;5
25;27;653;425;0;15;51;164;5;1;3;5
31;15;206;191;0;14;62;106;98;0;3;6
26;26;198;470;0;16;47;109;68;1;2;6
22;13;707;355;1;11;27;217;75;1;3;5
27;11;491;380;0;11;38;75;79;0;1;6
23;24;636;284;0;10;35;224;82;0;5;5
23;11;579;426;0;16;18;157;45;1;4;5
22;20;325;46;0;10;44;113;53;1;5;6
28;24;146;472;0;15;57;150;75;1;3;5
25;29;121;350;0;12;28;207;8;0;2;6
31;22;638;411;1;12;51;283;98;1;4;5
23;10;628;320;0;14;17;152;70;0;1;8
32;11;377;192;0;15;66;281;86;1;5;5
33;16;509;493;1;12;29;239;62;1;5;5
23;17;566;285;1;13;55;173;39;0;3;6
39;30;113;452;1;14;21;123;9;1;4;5
37;28;68;189;1;10;16;259;81;1;4;5
25;21;123;238;1;11;50;185;36;1;2;6
27;20;362;179;1;11;42;82;89;0;5;7
40;29;53;50;0;11;26;67;28;0;5;6
35;21;203;155;0;10;57;136;91;1;4;6
26;29;151;491;0;14;40;95;20;1;4;7
40;30;325;225;0;11;48;230;80;1;2;7
25;30;542;391;0;16;16;259;96;1;4;6
28;10;322;316;0;13;49;195;88;1;2;6
26;20;500;157;1;10;64;121;24;1;4;8
20;23;404;442;1;13;16;155;42;0;5;6
24;9;206;366;1;11;45;206;29;0;2;5
29;26;55;334;0;13;10;237;38;0;5;8
22;29;276;164;0;13;54;180;96;0;1;6
23;15;661;19;0;14;68;286;90;0;4;6
39;24;97;500;1;14;28;262;16;0;3;7
34;20;501;364;1;10;13;194;70;1;3;7
34;16;170;18;1;12;61;229;3;0;4;7
31;18;431;360;0;14;23;220;55;0;2;7
20;26;454;453;1;13;48;276;70;0;2;7
26;18;661;252;1;11;68;193;22;0;1;7
37;15;50;105;1;10;28;126;47;1;4;6
35;20;517;419;1;10;30;226;64;0;2;6
33;17;85;92;1;13;17;249;97;0;1;7
26;20;199;335;0;15;68;256;58;1;3;5
40;28;660;180;0;15;31;185;29;1;1;6
33;29;175;340;0;16;31;133;68;1;3;6
24;10;119;118;0;15;76;295;1;0;4;7
25;18;310;329;1;13;41;255;32;0;4;7
38;22;239;404;1;15;46;185;7;0;1;5
29;10;522;223;0;11;62;218;82;0;1;6
29;17;76;378;1;11;71;298;46;0;1;3
30;17;85;178;1;13;48;167;46;1;5;6
31;28;338;304;0;11;23;253;22;1;2;5
22;15;575;98;1;10;32;224;74;0;4;6
25;19;595;377;0;14;33;263;29;0;4;5
31;17;522;207;0;16;78;90;89;1;1;5
30;19;226;186;1;14;39;106;96;0;1;5
34;16;34;27;1;12;23;235;18;1;3;5
24;11;588;500;1;16;52;88;16;1;4;5
30;14;267;324;1;10;57;61;90;0;4;5
31;21;478;58;0;10;57;299;80;1;4;6
21;16;203;182;1;14;22;63;18;1;4;6
36;19;372;323;1;15;26;296;2;1;4;5
28;28;386;180;1;15;40;60;24;1;1;6
27;14;672;262;0;15;52;280;36;0;3;5
33;12;519;20;1;11;40;110;38;1;4;5
24;14;648;173;1;12;42;61;34;0;5;6
28;21;57;247;1;11;56;298;45;1;4;6
24;16;723;351;0;14;70;62;35;1;3;6
33;22;196;493;1;10;13;297;24;1;4;5
36;14;491;299;0;12;32;188;65;1;3;6
40;25;627;47;1;15;59;71;67;1;4;7
24;22;195;115;1;11;31;134;0;1;4;5
29;25;382;48;0;14;45;172;68;0;1;5
37;26;394;461;1;16;16;125;1;0;5;6
28;27;679;454;1;14;23;151;24;1;5;5
33;16;224;480;0;10;20;227;51;1;1;6
40;10;708;456;1;13;29;224;13;1;2;6
24;30;93;114;1;13;66;221;6;0;4;5
37;10;606;485;1;13;73;258;29;0;5;6
39;9;719;402;0;15;10;198;94;1;2;6
38;16;242;214;0;16;45;228;5;0;1;6
22;23;322;140;1;16;60;296;84;0;2;6
21;17;229;122;1;12;80;162;6;1;1;6
32;11;24;289;1;11;28;193;86;0;3;6
35;10;414;271;0;10;47;139;15;0;4;6
37;24;160;197;0;10;20;167;86;0;1;5
21;18;495;176;1;12;70;168;92;0;2;5
33;9;576;55;1;11;17;191;41;1;1;5
26;24;145;105;1;10;25;134;24;0;1;6
40;11;30;292;1;13;72;268;88;1;4;5
30;13;504;242;0;12;39;222;68;0;3;6
29;28;476;15;1;11;50;285;17;0;1;6
28;9;427;260;1;13;19;255;85;0;3;5
28;16;723;37;0;10;47;210;30;0;3;5
20;19;175;345;0;13;30;216;89;1;2;5
39;16;162;63;0;10;77;238;86;0;4;6
40;24;428;459;0;10;32;165;27;0;1;6
25;21;302;495;1;14;29;104;96;0;3;5
25;17;35;121;1;16;18;281;19;1;3;6
21;11;156;314;1;16;22;229;61;1;5;6
23;15;596;477;1;10;55;128;39;1;5;6
22;23;297;67;1;10;44;62;73;1;4;6
34;28;614;500;0;14;14;299;97;1;5;6
29;16;595;432;0;10;10;196;10;0;3;6
30;20;300;100;1;14;12;60;99;0;4;5
33;29;147;242;0;11;52;281;23;1;4;4
22;11;183;54;0;10;33;165;15;0;2;6
37;26;357;71;1;13;79;67;86;1;2;6
38;28;353;384;1;13;33;103;17;0;5;4
36;20;331;166;1;13;75;87;37;1;3;5
